,UserID,Balance,CurrentSkin,RoomID,Pass
529,295e00e9,1480,1,,}l$WcM.m>Dtip
530,297348e8,-500,1,,M4X^Z5J@e
531,299e2e24,0,1,,$QstfA&[G
532,29ab37c4,300,1,,:|3-by;Oo)lOy
533,29ca0973,1000,1,,FXEkDNG:(
534,29d22f56,-600,1,,"xZa1zly""CMpx"
535,29d81fed,-210,2,,t@]yKe$'_N
536,29e8c1f3,670,1,,I{#y'78m
537,29ff5f57,-500,1,,i-=9li4joFF
538,2a08f8bd,1000,1,,xvdjqb])v~
539,2a29fb62,-500,1,,0``>KF@6H}&
540,2a3e5926,1000,1,,3Hl*d}+Jk{b1
541,2a45967e,-500,1,,@L@}xS|K)!8k
542,2a61beeb,-500,1,,"(0,u{XHp?Q)K!"
543,2a69a6b6,-500,1,,J1;r(b=T~3
544,2a9065db,-500,1,,m&\i*n}RqDR
545,2aafb7da,-500,3,,"FF]>`7(osI""^t"
546,2aebd1eb,-100,3,,X\+>I~u[.dXUN
547,2af59248,-500,1,,cGucK$1Q_3w[k
548,2b066e72,-510,1,,r7pK-('vAujE5
549,2b0cf3d7,-500,1,,F>4SeBsu1Gxe
550,2b23897e,1000,1,,]|(sX7-_LNH
551,2b257c6d,-500,1,,l84EA&*e
552,2b27c8f7,500,1,,=uR.aXjz
553,2b5c3a4f,1000,1,,"h>~?Q'c:3$""uNu"
554,2b81f037,600,1,,JX{w/u=QppuK
555,2ba2a23a,500,2,,/9^6<juapwcXM
556,2ba64b44,510,1,,mQER#W(z~tj
557,2bcbbcd5,1000,1,,w_VHWk]l|$q_rC
558,2bcd0b4c,1000,1,,"<E%`:bS{,'1@Vf"
559,2bd258d7,1000,1,,"j2.,'k7o"
560,2be8294f,-500,1,,Y+zhHIJ@5Xq
561,2bf5b58e,-500,3,,"&7{2pJ|rKB""$S"
562,2c1cce91,-155,1,,"o\v1ny""?%<PCL"
563,2c37a921,-500,1,,7863/YQ?/iRaJ\
564,2c678d63,161,1,,.5b\fS$p>j
565,2c70d1c2,440,1,,u{.8\z!_fB:9t-
566,2c79dc1c,1000,3,,Co)'wTU>)rByp
567,2c7b57aa,605,1,,&:cquE.M<_><
568,2c820867,-500,1,,v-HkQ`\?_
569,2c856a24,720,1,,e$sd0)H6
570,2c85fd84,1000,1,,"py,F)sTcCBX"
571,2cadc0f2,680,3,,OAm?A^=@DNI<%d
572,2cbf01f7,-500,1,,7Pr/6VWt?OB=!
573,2cbf40eb,-500,1,,ZtLID[!}kW
574,2cea731e,215,1,,'HHRX:nWb7BB
575,2d0c4f1a,-500,2,,HT=k1OI]?TvRKj
576,2d1e1b3c,500,1,,%{75R_32sb
577,2d3f9676,212,3,,w/3k0eh`T
578,2d4eadfd,540,1,,G^\WG\3Bir1c9(
579,2d58b390,-500,4,,V[%)/X-)2-i}W
580,2d95aec4,-500,1,,iCT]zk}o
581,2da4e43f,-80,1,,i}Cf<eHgnKz
582,2dbcaed2,-500,1,,9]3`BPh9/
583,2dee2cae,-500,1,,"V0_+PP[,2b)m3Y"
584,2df40599,-500,1,,:bd</`;D'[O/]
585,2e0eef7a,-500,2,,|TGy3AIIS~p
586,2e0f25fe,1000,1,,A;ck/sK^
587,2e1cabcd,1000,3,,kQ_>R0>;BR[g|`
588,2e1d3dbe,1000,1,,UypL)EH>)r)S6S
589,2e5680f3,-500,4,,/CN\%G@xX)'rC
590,2e58a2de,-500,1,,%@pqxlRdDkwL
591,2e60b361,1000,1,,"!:~WH""!4\KB"
592,2e79ae0c,-500,1,,/>ti&ct)
593,2e7b79d1,-10,1,,"G4e5#bm{)""y.T"
594,2e7f76b4,715,1,,p>G!CUX8Ql;
595,2e946259,1000,1,,oftf=%En1Y&^
596,2e99dac3,-500,1,,0_zbXoe/XA{v
597,2ea0f6e1,-20,1,,Vs_SX5h'.
598,2ec024f3,-500,1,,YRJ.'_5J
599,2ec9c7ad,-500,1,,-D3<ZSH8'MU
600,2edcb31b,680,1,,O}mA3[6Ogo:L+a
601,2f13fab1,1000,1,,"D7Q""2DjCHN1.(1"
602,2f442bda,530,1,,9''P;Avt]
603,2f51508e,-500,2,,\RX;lSq{y4}I1
604,2f6f8f30,-500,1,,a'RYpVTY'
605,2f78ebdb,-20,1,,}7CcP`f_i
606,2f827197,-500,1,,B3#289h3j-1
607,2f89deb1,-500,4,,H6:]Ry&f'_
608,2f8b6a99,500,1,,"2/Y""$]>%8{("
609,2f93fa32,-500,1,,",*30KjAYf"
610,2f9adeee,-500,3,,"!T"";maV/rI"
611,2face99b,1000,2,,ONV;AL`Z@H*]<
612,2fc4d21a,1000,2,,R^P(i7u6
613,2fcd4bc8,-500,1,,oul9GK+X-Q;
614,2fd4fd97,-500,1,,uGQwXH@Kb[y&a
615,2fda428d,-500,1,,6X2S>x_U;9
616,2fea61cd,1000,4,,"N1""_m$4J2>"
617,300164c2,-500,1,,"]D"")^dukQc)"
618,301b6c87,150,0,,|IIEqzkl8Yg
619,30290cdb,-500,3,,vAf~]E:7
620,303a18d7,140,1,,*vE|!:3(^A`85
621,30593e4f,1000,4,,~@O;E~SF98:
622,305f72fc,445,1,,\p/afuczL%
623,30641d06,-500,1,,O$2Hm/AnH#k
624,3066cb77,500,1,,qO6ktq>3(f
625,30bf4550,-500,1,,">""G[#nbA"
626,30c92f16,-520,1,,hRcvj\PLg
627,30cfbe30,-500,1,,"R,R\~\lY{uwD"
628,30dd3172,-500,1,,"rEC,KXM:]^g=)"
629,30f46acf,1000,3,,M|Al)Wy?T5
630,30fe986c,-500,1,,Wq%M4h31+4^].|
631,31087ecd,-500,1,,UJFT6ADeGhK
632,31342566,20,4,,-12[wpf)'<y&|w
633,313d3930,65,1,,GPT|7R&M$*=Lkb
634,3153c2de,-500,1,,2Aif8:)['Mk
635,31579107,-500,1,,a+iS:TbZbE^h%
636,315eee86,-500,1,,xJHtJ7m3-;S*q
637,3160e24e,-500,1,,"#J=qvOEje""v"
638,3167f077,-490,1,,gk7S3Cc<m
639,3173d1bc,-500,1,,J910%~Jkzx
640,317e6299,-500,4,,C4rk'xEf_uiUk
641,319a1a1b,-500,2,,t|]!IKv6>7D2X
642,31dc15d4,-500,1,,tIF;`s.1AWL
643,31f2f476,1000,2,,vo$6Gz?4'
644,31faf957,500,1,,bYpW#Kge
645,3201dd0c,-500,1,,}uJH&XAeh4.*.'
646,321096be,-500,1,,85kOEb+mU
647,321c5165,-500,1,,L*VBb@zl*Iz#C
648,3226466b,-500,1,,=+Ali?.SB
649,322ae8eb,35,2,,"cM<J_Ss-F#!,=g"
650,32335c4f,-500,4,,EN0mTX4<rdB
651,32358035,1000,4,,7P!G8>IZPy*Eyi
652,323f9134,-170,1,,`c-*>J0.
653,325608a8,1000,3,,r=L\9DSWE
654,32809f66,-500,1,,~qu%0F$YJUe
655,32972485,-500,2,,"Ew%G,Xba"
656,32c6074d,-500,1,,2h:5w[c@ehN
657,32ca6a17,1000,1,,~^`|w5C2w(
658,32d51cdf,-500,2,,r!m-^6|@
659,32e589b2,10,1,,}i=\CWCxWQUx\
660,32e7041d,-30,4,,{oryOz9x6`GJP
661,32ea156e,880,4,,-pUL/][i?Wv
662,330c107c,-500,1,,FRJ$42!A.g]9
663,330d1a38,1000,2,,Rq%YO0c{X\0m|
664,3318c7e8,345,2,,Ze_xN.}:]
665,33408889,-500,2,,"wW?_MkHrP|#,`3"
666,336be4c5,-500,1,,"{""7YQ<#.a]CEE"
667,3385a4de,710,1,,"pKZy1c'WF,kgb?"
668,33b88173,-275,3,,81^/>eI;9%VA'
669,33b92684,1000,1,,"toQ#-cro5!;D,"
670,33be7bdd,-500,3,,I.0r)]8czt+m:U
671,34113018,480,1,,Pq~?|r=!C@
672,342a7e81,-500,3,,of4m;|%)
673,34325f1c,-500,1,,Hm-A?W5mAQ]U
674,34456815,500,1,,.US^ZgWJT'bjWh
675,346b2ca9,333,1,,;TC8y)IU
676,34ab9e37,-60,4,,9$zyc4\??c
677,34ae294e,1000,1,,tW<Z[DkOD`u
678,34b9d740,-500,2,,.F||-{z`wgN[)f
679,34ccb176,-500,4,,J1X`%S@Os
680,34d5b63e,-500,1,,}V@dV)7]P#oR
681,34d7aa6c,1000,1,,"76|.,Mws<Rz"
682,34d7d13e,-500,1,,z'X2Vx4VzzyX0]
683,34e88711,-500,1,,6]JmN0U~4w5i
684,34ed234d,-30,4,,BW<2IJo~J
685,353435d0,950,1,,M'jK.MJn3N?[
686,35458662,-50,1,,00U6/'dsu70=H
687,354b597b,260,1,,*<q5FA00Pc
688,355a1fb4,500,1,,[Ls-+!g<
689,357d7a68,350,1,,"OpU1AN4,"
690,35a3eb04,-500,1,,Z*fu}CaE
691,35af34eb,-500,1,,9lu?:5NkWb{<}
692,35ba1cb8,495,1,,"dmoY~{B~rf,"
693,35be16b4,630,1,,ez:}d?L`O
694,35cea835,-500,2,,zBd|C_C:5n
695,35d07415,-50,1,,wzCi68l0ak{@'O
696,35dc7f13,530,4,,"rvtZ:80s,Tw"
697,35e454fa,-500,1,,Qd?VTM]a
698,361ca199,1610,1,,2(:?m2x`tb*T
699,36336908,1000,1,,"$},7&^&tmca=T"
700,364b386a,830,1,,~NF}WCl8q
701,365d2b31,1000,1,,r.r.N?GaPQ
702,3686c3a8,-500,1,,"=_hN~@1Y|-*"""
703,36961029,1000,1,,~*8Yj/<-b49
704,36b74e8a,510,3,,"GTJ8da28""TDLR"
705,36cfae90,-500,1,,>]-L~}IRc&;
706,36d27e38,1000,1,,aAJa~xgbS
707,36d89a55,1000,2,,)C14}Pt3RS
708,36dc0634,-500,1,,u2&]wqWu
709,36decd53,-500,1,,GZ4cmYL{x*L0
710,36e496a9,1000,3,,aNR!WLhUTq?S
711,371c774b,162,1,,D<`IJ$4tZOZ|9
712,372a44af,-500,1,,D(j*ym~TiH1In
713,372f58bb,1000,2,,"(I}0^u6f&C,e._"
714,3739cf93,-500,1,,"C(4EL""vD"
715,373fc522,-500,1,,'(oBp/u#}-/
716,37443942,-500,1,,pd}!4$L61|B
717,375a70d1,1000,1,,P];q9p3!%LHV
718,375ba629,1000,1,,Zd~NR)v</)Sn{
719,37662b14,1000,2,,{yxzxru@
720,3771ef23,-500,3,,5L[t8}zDL
721,379775b4,-500,3,,KQ8Wlw<!$
722,37dda4d9,1000,1,,-q\PVGYM+sJvz
723,37e8db14,100,1,,^@B&7&Je#
724,382dcd80,510,2,,SNDNE;KI
725,383a05b1,1000,4,,\XWHXyEp_
726,3850cad7,-500,1,,YyUFJzox06
727,3858685e,1000,1,,GyS.2-uAe6|B@
728,385ef60d,-500,2,,3{wQ#q82d
729,3866c12e,-500,3,,QF_EOcXb875b'
730,3890b0e4,-500,1,,[C1KuY?C
731,38a017f5,-210,1,,YTzHEu//7z!5*
732,38b1ee45,-500,1,,=G=X<Hw?
733,38b87d95,226,3,,|uRxb{GXRi0OX
734,38babe03,-80,1,,Kp?m|juY
735,38c0b3e7,-500,2,,G[r~g|WQ=
736,38d909d8,1000,1,,R]:<[uAx}y
737,38f43c89,-500,1,,xZ$f?VYC6d0Qb&
738,391858f5,-500,1,,^r+zV_<}RnF@
739,391d5dbb,30,1,,1gJw(]U+
740,392bea77,-500,1,,\8~Vdf/w
741,39405f7c,-500,3,,[n9}IYU+}
742,395fb556,-500,1,,tKXocQ(*G72
743,39798464,125,1,,"*qo>Y,`>"
744,398b17d9,-500,3,,FsWX%TWL
745,39bf0ef1,1000,1,,J_*8:@|>)P
746,3a134128,-500,1,,~e-m?iIX.0
747,3a25d8e7,-500,1,,H@=B_btP
748,3a2f983b,550,1,,X*RQR2svu
749,3a4e2257,1000,3,,O0dCPR)<uk/)]=
750,3a5dccb3,1000,3,,'hU/pNng
751,3a864c00,1000,1,,~mgs'Fs{B>h<
752,3a9150d9,1000,1,,b}M$~%}{*ROgn+
753,3aa55edf,1000,1,,MUkTmji#NX
754,3abc407c,-500,1,,g)cIW7X)*
755,3ad9573c,-500,4,,pK'?u}~Knfe/
756,3b029818,-500,1,,o-`9aKQ_at[R
757,3b0e3bce,-500,4,,"seR)O""VI8"
758,3b0ff137,-500,1,,kTp$biI%_#G
759,3b11d131,-500,1,,"Y7lp?=,sCz"
760,3b252211,-500,3,,"`|<-`}:po(b+"""
761,3b2ff38c,-500,2,,9~+D?cxm9gJll
762,3b40e7e4,1000,1,,CL^&FJUBk6U`
763,3b5fe6f3,337,1,,s8QE!DgLo=M
764,3b7f8554,125,1,,"Yt<$#,g;j"
765,3b7f9dda,-500,1,,9*;kCA`#=!
766,3bac906b,-500,1,,\JS&fS\9i=
767,3bae0c94,515,1,,4k-='3z.N~Fm+
768,3baf7bdf,500,1,,Tg@!UG>*)Bd%
769,3bb281f2,-500,2,,"*)^&}|,)_"
770,3be06623,-500,1,,\?*OWp.VH
771,3bef4f08,485,1,,1H.pv)MG6_O_\
772,3bef7888,520,1,,s67pqEV>>fG0
773,3c089814,-500,2,,w%aks@fw81uZ4g
774,3c0f757a,-500,1,,j6Q&U^Y`/17!gu
775,3c1a6765,1000,1,,ezD()Iqxf}yDF.
776,3c38c33c,-500,1,,}8N)fCtX+^b
777,3c6b87fb,1000,1,,~M6kYRCfY>l
778,3c80ef34,20,1,,bHoB1/Te@~A
779,3c8e1d80,10,1,,3SQ-ET*1
780,3c987817,-500,1,,RQ7&<.)S{.|bP}
781,3cb21e9b,1000,1,,&I1llljen.r
782,3cbeb80e,-500,3,,r*0#kH1Jl
783,3cc9af93,-500,1,,qJX4_Rb^am[S
784,3cd6c1bd,320,1,,#M%HLkPp0
785,3cd7f91f,-500,1,,gr)k0]jt;pZ
786,3d2abd6a,-500,1,,"z(Ze,!+]eh"
787,3d3345f1,-500,2,,=t:0JT<6K
788,3d3aec2d,1000,1,,D+Jzq'oH?5
789,3d3cd3c8,-500,1,,"~9H.""Nof{4X~g"
790,3d5d5cf1,1000,4,,"yi^i?.mH7\""U"
791,3d67a4d4,-500,3,,=L`~I.)KDUO
792,3d73cc01,130,1,,7!~rFipZ^}[@
793,3d8ba8a4,1000,3,,"atr,z3eV"
794,3d8c6c21,1000,1,,n4upP\!RF
795,3d95ca8b,1000,1,,D|H([|)AEKM
796,3dbdcdc2,-500,4,,'*E]WTxDOsxZx
797,3dddbea6,-500,1,,"""YXR$$QYp5b"
798,3dddc36f,1000,3,,zC\TIA~<YI8
799,3e6ac76f,430,1,,"""Wut}""D#hJ&"
800,3e6b0f86,500,1,,"""U/5L\=eZ"
801,3e7f01b6,-500,1,,"`DcB],ey`>0P"
802,3e834aaa,-500,1,,|17ivI5t[Zg
803,3eb50860,-500,4,,"N2""~LTJk"
804,3ed56f85,180,1,,uVzz{+]kXpD
805,3ed8b21d,-500,1,,cgZlCU>$|!]
806,3ee41681,-500,4,,v0(aCJonUBd
807,3ef7917b,1000,1,,P3*4w46y<F`Khd
808,3efcd5a5,-500,2,,XgF'r)z%HYss
809,3f092eee,-500,1,,%5]ed{!_:@+x
810,3f1536c1,2000,3,,"bM8%,w+_$EK"
811,3f1ee8f2,-500,1,,"2E`:Y(|gNL""cF"
812,3f4439b3,-500,1,,@hMbngpEvqb+K
813,3f56c143,-30,1,,jPoq}LzB
814,3f669eb0,560,1,,"!4UfC2xRJ^""UT"
815,3f76bdeb,-500,1,,1c\7kqy-b2V
816,3f7c30a6,-180,1,,'9(wvW7X1
817,3f862057,-500,1,,4<V0@E^)Nwe
818,3f870de3,-500,2,,mb6j\7L$
819,3fa0e80d,-500,1,,"),Kfy?RM"
820,3fa5ac70,-500,1,,48xF.vY&f\S-(
821,3fbe7671,-500,1,,_O8c_0IdqGay
822,3fe4698f,240,1,,-S(6MZhy99#[%
823,3ff134cf,-500,4,,S;Q6]1~C
824,3ff95718,-500,1,,9X!F/ekr
825,402231be,670,3,,"{',/""pLf?2"
826,4024009b,1000,1,,MNv]~C];N#_{~
827,4033a286,-560,2,,wuq@.n^u%(_
828,4067166d,1000,1,,rcjvRbF}W\m+\
829,4096951f,485,1,,\TXh.8lz7<s
830,40b2d3dd,-500,1,,m]/kUzCI'N
831,40c82308,-500,1,,}UI0GM86j.
832,40cfa27d,670,1,,S.Er3sYj
833,40d194d2,-1000,1,,"5""gh;PRiv"
834,40d91def,-500,1,,6ix*0!&BFn]FGO
835,40dbf93e,1000,4,,"hO,zhIlxvSP8"
836,40de47dd,-500,1,,.V[GaFpb
837,40e8b916,-500,4,,goo<I9k850?M
838,40f5f59e,550,1,,"rIFMJ$L>,#8\R"
839,410351c4,-500,3,,'WSFah^oX]4J
840,4115cb5c,-500,1,,oXrNv'^{3sLR}'
841,41481fd9,290,1,,r+zkGS!Ck
842,41526ca7,-500,2,,^ub_.k?[JCG~
843,4166a7e3,500,4,,"5{66""nZ0C;xco"
844,41739dc8,-20,1,,$SG]UlOW.2`.\
845,418b6ea3,-500,1,,@9PK>-U4[w
846,419540e1,1000,1,,%/?H}Vj#5
847,41b2746d,-500,1,,"W_K#RjxZ""4jg0"
848,41babd20,500,1,,pp~S1:_*I~r?lx
849,41d9c197,-500,1,,1w\j2-`6
850,41e7a8a5,-500,1,,E!v.hUBJh*{
851,41e8390b,-500,1,,"(4T90ky,3Vcr"
852,4200d48c,-500,1,,lzu0&>!.=#wx
853,42026285,-20,1,,5xMZVP<K9hw}+
854,422d59fd,-500,2,,XnnrMtv8F|<
855,42305f43,-500,4,,-}oUc+o#-^
856,426c61e2,-500,2,,g?1nV76TlzR$
857,4272ac21,-500,1,,lC3MKr5^n
858,4283bd87,-500,2,,"mjkB,_'_~*"
859,428df047,-229,1,,Ua=7)v#o}H/f+
860,4298d2a1,1000,1,,"Qp;1q'1[,gI'TF"
861,42ac97cd,-500,1,,ncz\$(D6pS)i
862,42aebccd,-210,3,,r-%\oIiw`
863,42bedd53,-410,1,,"tJ4]S""NILX2K"
864,42c4e4c5,-1000,1,,:i=vPF*K}D9
865,42c8f7a6,1000,3,,$j[([2e]i'P'\
866,42cad893,-500,1,,"bIp8|X,.oFAJT"
867,42ddeffa,-160,3,,F$p&A!7sYX[m{z
868,42ed84a0,210,1,,/EMqx/J=G4&i
869,42ee63c3,220,1,,I#56DtEt>
870,42faf5ab,-500,4,,}a!9$F51Bc
871,43099f07,400,4,,/W(&E=x&
872,430aa037,-500,1,,"~_&K*75(6<"""
873,430cf1e6,-500,1,,jr@@:I]4aBxB
874,43144504,640,1,,=i1yUY(8Pj
875,432d535e,-500,1,,pbqY=Ui:
876,4330e9b6,-500,1,,"1!&/`hi,!adF#B"
877,4360fb8f,450,1,,"yKO#n9G\2-gW3"""
878,43610986,1000,1,,\dW[mo<o}V
879,436edb91,-500,3,,IqSSGt~~0H^'
880,43702f99,920,1,,BH}gvW4Fq[
881,43768e07,330,1,,BBQ==h-Y
882,4389165e,-210,1,,:o\httqmJO
883,439de092,-500,1,,iwEE2A4HVs=[
884,43ae4a39,-195,2,,~khJ4k\7
885,43b994bc,-500,1,,a?ZB`h*ponX
886,43bda7f6,-500,1,,z|SjAumo8H^u<=
887,43d86fa8,-540,1,,F|Qb9bPn
888,43e3cd14,-500,1,,uV/#/S`K
889,43e5f9cb,1000,1,,E?cuv{\k3
890,43e7de26,0,1,,A*{e}~k+h&bl^9
891,43f05442,-500,1,,"Q+T2Z-=,Mnj"
892,4403336d,1000,1,,"*#yqk5""B:9GW"
893,4436f83c,-500,3,,`o?}]5Pcu7
894,444d91b3,1000,3,,zQZzy@%yp
895,44588b31,540,1,,ZZ)H?KN-h*KMW
896,44617e4c,-500,1,,ks**%sSA
897,446c41f4,1000,1,,E;*e?Jem]&zP
898,446e1bd5,-500,1,,LC/cXE#_(7yqdm
899,44897409,-500,4,,"hiK>s,Kil]"
900,44b55406,-1500,1,,%g+$Y})^uCj>
901,44f7b769,-330,1,,o2H`]T@Z-p+~MQ
902,44ff1903,1000,2,,"+]N,.=bV]*#"
903,45004762,459,4,,m5k8WS5zhD!
904,45279770,1000,1,,r/jFvZN$I[LL5`
905,45321c45,-500,1,,",0v{qQQw4O"
906,4545626f,-500,3,,|U2`6k<GG#2`2?
907,454d637a,-270,1,,MF91ZH!i1
908,459c9e87,310,1,,+:dH/tolDc-|Y
909,459f116c,-500,1,,Z6c+1QT0>
910,45a2e38f,-500,4,,-Yl(Sv#R
911,45a943ba,1000,1,,bNJK'7'*HC
912,45bb5f9a,1000,1,,b8Fv+;KHI0
913,45c43ae3,410,1,,G<CEyuuP})R
914,45d880e1,-500,4,,j}eX73<YsR7w2
915,45f05151,1000,1,,I%;G8]>k0n|0
916,45ff7286,-500,1,,N4\~O7SQ
917,4632094f,-500,1,,\iVKfG*0S
918,46405d12,-500,4,,"bPV""{U}u|"
919,46430094,-500,3,,h]ISIiHLsJ
920,464b4f58,520,1,,9vqoW{SGfD
921,4670632d,-500,4,,pnhclm)Q
922,46711d3f,-500,1,,3UsQKat!A_
923,46806e8e,590,1,,lCos@#ke:rEC.
924,468bb78a,1000,1,,BIq!HtiVlC'Vr
925,468cb9bf,20,1,,+`Pk0;=A_w]
926,46981501,-110,1,,|Ry]@iRj3m]ld>
927,46ad19dd,230,1,,/A7fcpQicC:bD
928,46aec292,-500,1,,E5Wsa>W740$88
929,46af6658,1000,3,,",ZJ3,zP!j"
930,46b39a61,-325,1,,"Qely{F,V0qcZ"
931,46c2bd23,1000,1,,"3B6;mCmn)""8"
932,46ec5ae4,440,1,,JAD10u1:
933,46ecf7c6,-500,1,,"D17,~Nw~OaP@"
934,46f4bb0d,560,1,,wOF@mz$)L=Z~qa
935,470a913f,30,1,,"""n+vk0-~"
936,47115707,-500,1,,"DNCXgQ.hY6,X"
937,471fd366,-500,1,,K?P'dF+L
938,472da039,-500,1,,"""~~^%uCMEf"
939,47339cf3,-500,4,,QAwGL-QM2U
940,4736251b,345,1,,r+*)xmVt`
941,473c5d0c,-500,4,,"IOYOA""?~"
942,4743c046,-500,1,,"`,&[;vyz"
943,474ed7de,1000,1,,UacaMe9]tl)E#0
944,476f2c5c,-450,3,,EA;_1ykQ}arxt
945,4781fb46,-500,1,,l_u?0Sct&
946,4787de1f,-500,3,,QQKcK-)mZ4wc-
947,479b8831,-500,1,,MAK@NdMKt<X
948,47c73574,-90,2,,sEnY0?Y?`?
949,47e1f482,-500,2,,Y;*Wi3rFM?
950,47ebaacc,-500,1,,v]PJTmR%{o
951,4817f7fa,-500,1,,"""72Qd'f^@pi`7"
952,482ede22,1000,1,,pr+lY)pQw
953,4851c297,-250,3,,WhE_|>6:49Ya
954,485383d8,-500,1,,r~CBP=nYjr1N.
955,48935ea8,310,1,,.}^j=)(a<HT
956,48957498,-500,1,,xbPmzUa>28
957,48a19b09,-500,2,,Q)5:f+u!7l-
958,48aeb404,174,1,,"S!)%$,^a"
959,48bd9dae,-500,1,,{L?9\j5f'jv
960,48ccb43d,-500,1,,2@KanbD=-tPS}
961,48d0c5a4,-500,1,,aV|_kE!9
962,48e1bbc2,-500,4,,PY[vHO#ug
963,48ea09a5,-500,1,,^iw5D!H*eTVm
964,49289e94,590,3,,Iv4{RJjYgWc
965,4929fad5,-500,1,,3LcM|b#q
966,492a830e,-500,1,,lUz[S_D>HOY~
967,493e28c2,500,1,,3:|NnGe%6hV
968,49416f42,1000,2,,6ye*et->
969,4958cced,-500,1,,gwIg}YR?]
970,49782e81,-500,2,,?b7nCwyg|'\
971,497cfe98,1000,1,,"`$2>nhB<""R[Q"
972,49988820,500,1,,[UAPi+98`*Mnn
973,49a36f8b,-500,4,,x(%GFG%|aLqr
974,49bbd218,1000,4,,UfM'WJ.02bf-h
975,49ec82df,-25,1,,"<?j*2LZ""M1lF"
976,49f01042,1000,2,,qb'QZ-[F!>BZ
977,49f2ec05,-500,1,,8[q=WtQ+:|m}
978,49fa238d,-20,1,,",J_m7W\q"
979,4a0745b9,748,3,,8T89z:j!JWf
980,4a0ce736,1000,1,,"Fym#!""v)""P"
981,4a24f09b,-500,4,,GArzVlDC?Z
982,4a2bb20c,-500,4,,I<>2i49<{
983,4a37e3e7,-500,1,,gH=\VF4O#!dxgn
984,4a506d11,-123,1,,"nM2_-F""[,"
985,4a521e36,20,1,,}1}Q&5.m3
986,4a60c5fe,-500,3,,>6{@m3-p^4F.#f
987,4a64cc68,1000,1,,d^!4?@oOlwa
988,4a7bc225,-20,1,,q4W+[J[rmGzj(
989,4a986b87,1000,1,,";!>,~);5#"
990,4a9984a0,-500,3,,"(\B_yv""C4q^BQ&"
991,4a9ead33,-500,2,,m<XO{ghexA
992,4ab0e533,-40,1,,"_1+;mvRfU,(+"
993,4ab9558a,480,1,,"""/7)FQ!+Io!/>$"
994,4ac7a0c9,1000,1,,@hFjQ>K7n~
995,4acdc03f,-500,3,,DBFj2X.*\CEwR
996,4ad9f995,-500,1,,a1tmQ9RoeqXV=U
997,4ae216f5,-500,1,,"7""4g.vzsU?Ur"
998,4aea0a28,60,1,,oJH:>N)-2C}gK
999,4b18adca,-500,4,,J)xNQ''M
1000,4b3b930b,-500,1,,";V47um],"
1001,4b3df721,-500,2,,@NI=%{w;l_~
1002,4b43dea3,1000,1,,q#VY%;31
1003,4b48267a,-500,3,,d%sG9&?{;Ry(j
1004,4b63b7eb,1000,1,,~>P}e/guI/
1005,4b80caff,40,1,,3@}jw`F^F@<6<
1006,4bdf090a,470,1,,<:xR9Z0_@O
1007,4bed3115,1000,1,,Qk=w@F>[Mk
1008,4c2ae2c8,1000,1,,ZPI(NVLnQ`AGk
1009,4c5ad727,-500,3,,+yRbY4_ES
1010,4c650d8b,1000,1,,&DPq0{{294hh6
1011,4c75ecd1,-500,1,,"m,asu0E*"
1012,4c76aca9,1000,1,,_)GA@f`XS7I8?0
1013,4c7f538b,-500,2,,V2x|Qz/E0
1014,4c8383aa,-410,1,,v57W.D~^@SsE
1015,4c847cf5,1000,4,,|oaHm?`*^X]q
1016,4c8a2693,-500,1,,vA+*@QQGe>s%-
1017,4cbe5f65,-500,4,,Yyztnq19
1018,4cdf8b75,1000,1,,occYD:yT#=
1019,4cf7bbc7,550,1,,Wb:Up=duzL0
1020,4cfe6450,180,2,,z|+V!'kSxE
1021,4d069c2f,540,1,,t}oe;'}~!)ZU}f
1022,4d09a2a0,1000,4,,"gNn~x@B""vz"
1023,4d5f31e7,60,1,,8gB`|7<iB8c=/+
1024,4d65d796,-30,1,,H&kmR(cb#9Hp
1025,4d699543,-500,1,,"jo9v."";a"
1026,4d87a905,-500,1,,TRGn#z?1^pReO
1027,4d8d4c6d,-500,2,,NEq^g3A:JXEJ'
1028,4da1fc91,1000,1,,R{HCBpq#{s|qn
1029,4daa7bba,-500,1,,\}h`3vlCh)Vx;Q
1030,4dab0998,-130,3,,dp}eH|7F=\
1031,4dbc0064,-500,1,,T/4Tbcl3}7a-6-
1032,4dd0f221,-500,1,,EG=i5sgqy.
1033,4dd825b2,-500,2,,f~.i<THvz@V
1034,4ddf6ff4,-155,4,,Th-B8Lw[B_B>/
1035,4de892b7,-5,3,,1%PRTFPRA
1036,4ded9f5e,-790,1,,`QUJ`>Nad
1037,4deea7bc,-560,3,,dU!i`hc2[KM<
1038,4e4ec845,1000,1,,)M?IoSHAmC
1039,4e5f2825,-500,1,,@aUy/U?+d
1040,4e656daa,-500,1,,:E@>~jz9Bx-./+
1041,4e673fe8,1520,2,,@Jo1~[Nz/VGU7Z
1042,4e68f41f,550,1,,'smsz\{xs[1Ta
1043,4e97599e,-500,1,,"Pz""9O<6k]Jgi}l"
1044,4eb11015,-46,1,,hDgP3UjN
1045,4ec4c7d4,1000,1,,@DZiv94=iroO*
1046,4ec97075,90,1,,:bxZ?XtC|'N
1047,4ede096a,-500,1,,8&(uCtG>z;
1048,4ee15eb4,240,2,,ScEW0MZ;eb;
1049,4f0beb5a,-500,2,,7sF$d6$BbeV{
1050,4f1364d6,-500,4,,BjL%jh+*
